support	itemsets
0.022	frozenset({'NeuTraL', 'Success', 'GOAD'})
0.02	frozenset({'DeepSVDD', 'DevNet'})
0.02	frozenset({'DeepSVDD', 'Success', 'DevNet'})
0.02	frozenset({'DeepSVDD', 'PReNet', 'RCA'})
0.02	frozenset({'DeepSAD', 'DeepSVDD', 'PReNet'})
0.02	frozenset({'DeepSAD', 'DeepSVDD', 'Success', 'PReNet'})
0.02	frozenset({'DeepSVDD', 'DevNet', 'RCA'})
0.02	frozenset({'DeepSVDD', 'Success', 'PReNet', 'RCA'})
0.02	frozenset({'DeepSVDD', 'ICL'})
0.02	frozenset({'DeepSVDD', 'RePEN', 'DevNet'})
0.02	frozenset({'DeepSVDD', 'Success', 'DevNet', 'RCA'})
0.02	frozenset({'DeepSVDD', 'RePEN', 'DevNet', 'RCA'})
0.02	frozenset({'Success', 'RePEN', 'DevNet', 'RCA'})
0.02	frozenset({'Success', 'RCA', 'RePEN', 'DeepSVDD', 'DevNet'})
0.02	frozenset({'RePEN', 'DevNet', 'RCA'})
0.02	frozenset({'DeepSVDD', 'Success', 'RePEN', 'DevNet'})
0.018	frozenset({'Quartile', 'DeepSVDD', 'DevNet', 'RCA'})
0.018	frozenset({'Success', 'RCA', 'RePEN', 'Quartile', 'DevNet'})
0.018	frozenset({'Success', 'DeepSVDD', 'RCA', 'Quartile', 'DevNet'})
0.018	frozenset({'Quartile', 'RePEN', 'DevNet', 'RCA'})
0.018	frozenset({'Quartile', 'DeepSVDD', 'RePEN', 'DevNet'})
0.018	frozenset({'Quartile', 'DevNet'})
0.018	frozenset({'Quartile', 'Success', 'RePEN', 'DevNet'})
0.018	frozenset({'Quartile', 'Success', 'DevNet', 'RCA'})
0.018	frozenset({'Quartile', 'DeepSVDD', 'Success', 'DevNet'})
0.018	frozenset({'Quartile', 'RePEN', 'DevNet'})
0.018	frozenset({'Quartile', 'DevNet', 'RCA'})
0.018	frozenset({'Quartile', 'DeepSVDD', 'DevNet'})
0.018	frozenset({'Quartile', 'Success', 'DevNet'})
0.018	frozenset({'DeepSVDD', 'RCA', 'RePEN', 'Quartile', 'DevNet'})
0.018	frozenset({'Success', 'DeepSVDD', 'RCA', 'RePEN', 'Quartile', 'DevNet'})
0.018	frozenset({'Success', 'DeepSVDD', 'RePEN', 'Quartile', 'DevNet'})
0.018	frozenset({'DeepSAD', 'PReNet', 'Success', 'RePEN'})
0.018	frozenset({'ICL', 'GOAD'})
0.018	frozenset({'DeepSVDD', 'Success', 'ICL'})
0.018	frozenset({'NeuTraL', 'ICL'})
0.018	frozenset({'DeepSAD', 'PReNet', 'RePEN'})
0.018	frozenset({'PReNet', 'Success', 'ICL'})
0.018	frozenset({'DeepSVDD', 'PReNet', 'RePEN', 'RCA'})
0.018	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSVDD', 'RCA'})
0.018	frozenset({'DeepSAD', 'DeepSVDD', 'PReNet', 'RePEN'})
0.018	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'DeepSVDD'})
0.016	frozenset({'DeepSAD', 'Quartile', 'RCA'})
0.016	frozenset({'DeepSAD', 'Quartile', 'Success'})
0.016	frozenset({'DeepSAD', 'DeepSVDD', 'Quartile'})
0.016	frozenset({'DeepSAD', 'Quartile', 'RePEN'})
0.016	frozenset({'Success', 'RoSAS', 'GOAD'})
0.016	frozenset({'DeepSAD', 'DeepSVDD', 'Success', 'Quartile'})
0.016	frozenset({'DeepSAD', 'Quartile', 'Success', 'RCA'})
0.016	frozenset({'DeepSAD', 'Quartile', 'Success', 'RePEN'})
0.016	frozenset({'DeepSAD', 'DeepSVDD', 'Quartile', 'RCA'})
0.016	frozenset({'DeepSAD', 'DeepSVDD', 'Quartile', 'RePEN'})
0.016	frozenset({'Success', 'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.016	frozenset({'DeepSAD', 'Quartile', 'RePEN', 'RCA'})
0.016	frozenset({'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.016	frozenset({'Success', 'RePEN', 'DeepSAD', 'Quartile', 'RCA'})
0.016	frozenset({'Success', 'GOAD', 'ICL'})
0.016	frozenset({'Success', 'Quartile', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.016	frozenset({'RoSAS', 'GOAD'})
0.016	frozenset({'DeepSAD', 'Quartile'})
0.016	frozenset({'Success', 'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD'})
0.014	frozenset({'DeepSAD', 'PReNet', 'RePEN', 'RCA'})
0.014	frozenset({'SLAD', 'ICL'})
0.014	frozenset({'DeepSAD', 'PReNet', 'Success', 'RCA'})
0.014	frozenset({'DeepSAD', 'DeepSVDD', 'PReNet', 'RCA'})
0.014	frozenset({'PReNet', 'Success', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.014	frozenset({'PReNet', 'Success', 'DevNet'})
0.014	frozenset({'DeepSVDD', 'GOAD'})
0.014	frozenset({'DeepSVDD', 'Success', 'GOAD'})
0.014	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.014	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'RCA'})
0.014	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.014	frozenset({'PReNet', 'DevNet'})
0.014	frozenset({'DeepSAD', 'PReNet', 'NeuTraL'})
0.014	frozenset({'NeuTraL', 'Success', 'ICL'})
0.014	frozenset({'DeepSAD', 'NeuTraL'})
0.014	frozenset({'SLAD', 'Success', 'ICL'})
0.014	frozenset({'DeepSAD', 'PReNet', 'RCA'})
0.012	frozenset({'DeepSAD', 'NeuTraL', 'Success'})
0.012	frozenset({'DeepSAD', 'PReNet', 'Success', 'NeuTraL'})
0.012	frozenset({'PReNet', 'ICL', 'NeuTraL'})
0.012	frozenset({'RoSAS', 'RCA'})
0.012	frozenset({'DeepSVDD', 'Success', 'NeuTraL'})
0.012	frozenset({'DeepSVDD', 'RoSAS'})
0.012	frozenset({'Success', 'RoSAS', 'RCA'})
0.012	frozenset({'DeepSAD', 'ICL'})
0.012	frozenset({'DeepSVDD', 'Success', 'RoSAS'})
0.012	frozenset({'DeepSVDD', 'NeuTraL'})
0.01	frozenset({'PReNet', 'RePEN', 'NeuTraL'})
0.01	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'DeepSVDD', 'Success', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'DeepSVDD', 'PReNet', 'NeuTraL'})
0.01	frozenset({'DeepSVDD', 'Success', 'PReNet', 'NeuTraL'})
0.01	frozenset({'PReNet', 'Success', 'NeuTraL', 'DeepSAD', 'DeepSVDD'})
0.01	frozenset({'DeepSVDD', 'ICL', 'PReNet'})
0.01	frozenset({'DeepSVDD', 'RePEN', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'NeuTraL', 'RePEN'})
0.01	frozenset({'ICL', 'RoSAS'})
0.01	frozenset({'PReNet', 'Success', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD'})
0.01	frozenset({'Success', 'RePEN', 'ICL'})
0.01	frozenset({'DeepSAD', 'PReNet', 'ICL'})
0.01	frozenset({'NeuTraL', 'Success', 'RePEN'})
0.01	frozenset({'DeepSAD', 'DeepSVDD', 'RePEN', 'NeuTraL'})
0.01	frozenset({'DeepSVDD', 'PReNet', 'RePEN', 'NeuTraL'})
0.01	frozenset({'DeepSVDD', 'Success', 'RePEN', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'PReNet', 'RePEN', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'NeuTraL', 'Success', 'RePEN'})
0.01	frozenset({'PReNet', 'Success', 'RePEN', 'NeuTraL'})
0.01	frozenset({'PReNet', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD'})
0.01	frozenset({'Success', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD'})
0.01	frozenset({'PReNet', 'Success', 'NeuTraL', 'RePEN', 'DeepSVDD'})
0.01	frozenset({'Success', 'RoSAS', 'ICL'})
0.01	frozenset({'DeepSVDD', 'PReNet', 'NeuTraL'})
0.01	frozenset({'ICL', 'RCA'})
0.01	frozenset({'DeepSAD', 'DeepSVDD', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'Success', 'ICL'})
0.01	frozenset({'DeepSAD', 'PReNet', 'ICL', 'NeuTraL'})
0.01	frozenset({'DeepSAD', 'NeuTraL', 'ICL'})
0.01	frozenset({'ICL', 'RePEN'})
0.01	frozenset({'PReNet', 'Success', 'ICL', 'NeuTraL'})
0.01	frozenset({'NeuTraL', 'RePEN'})
0.008	frozenset({'Quartile', 'Z_score'})
0.008	frozenset({'DeepSAD', 'Quartile', 'Success', 'DevNet'})
0.008	frozenset({'DeepSAD', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DevNet', 'RCA'})
0.008	frozenset({'DeepSAD', 'Success', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DeepSVDD', 'DevNet', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Success', 'RePEN', 'ICL'})
0.008	frozenset({'DeepSAD', 'Quartile', 'RePEN', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DeepSVDD', 'Success', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'Success', 'PReNet', 'ICL'})
0.008	frozenset({'DeepSAD', 'PReNet', 'Success', 'ICL'})
0.008	frozenset({'DeepSAD', 'Success', 'DevNet', 'RCA'})
0.008	frozenset({'Success', 'RCA', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'ICL', 'RCA'})
0.008	frozenset({'PReNet', 'DevNet', 'RCA'})
0.008	frozenset({'Success', 'Quartile', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'PReNet', 'Success', 'DevNet', 'RCA'})
0.008	frozenset({'DeepSVDD', 'ICL', 'RePEN'})
0.008	frozenset({'DeepSVDD', 'Success', 'ICL', 'RCA'})
0.008	frozenset({'Success', 'RCA', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'RePEN', 'DeepSAD', 'DevNet'})
0.008	frozenset({'RCA', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'DeepSAD', 'Success', 'RePEN', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DeepSVDD', 'RePEN', 'DevNet'})
0.008	frozenset({'DeepSAD', 'RePEN', 'DevNet', 'RCA'})
0.008	frozenset({'DeepSAD', 'RePEN', 'DevNet'})
0.008	frozenset({'DeepSAD', 'NeuTraL', 'Success', 'ICL'})
0.008	frozenset({'PReNet', 'Success', 'DeepSAD', 'NeuTraL', 'ICL'})
0.008	frozenset({'Z_score'})
0.008	frozenset({'Success', 'RoSAS', 'GOAD', 'ICL'})
0.008	frozenset({'ICL', 'RoSAS', 'GOAD'})
0.008	frozenset({'Success', 'RoSAS', 'RePEN'})
0.008	frozenset({'DeepSVDD', 'Success', 'RoSAS', 'RCA'})
0.008	frozenset({'DeepSVDD', 'RoSAS', 'RCA'})
0.008	frozenset({'Z_score', 'DevNet'})
0.008	frozenset({'RoSAS', 'RePEN'})
0.008	frozenset({'Z_score', 'RePEN'})
0.008	frozenset({'Success', 'ICL', 'RCA'})
0.008	frozenset({'Z_score', 'RCA'})
0.008	frozenset({'Success', 'DeepSVDD', 'Z_score', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'RCA', 'Z_score', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'DeepSVDD', 'Z_score', 'RePEN', 'Quartile'})
0.008	frozenset({'Success', 'Z_score', 'RePEN', 'Quartile', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'RCA'})
0.008	frozenset({'Success', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'RCA', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'Success', 'Z_score', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Success', 'Z_score', 'DevNet'})
0.008	frozenset({'Success', 'Z_score', 'DevNet', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'DevNet', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Success', 'Z_score', 'RePEN'})
0.008	frozenset({'Success', 'Z_score', 'RePEN', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'RCA'})
0.008	frozenset({'Success', 'Z_score', 'RePEN', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DevNet'})
0.008	frozenset({'Z_score', 'RePEN', 'DevNet', 'RCA'})
0.008	frozenset({'Quartile', 'DeepSVDD', 'Success', 'Z_score'})
0.008	frozenset({'Quartile', 'Success', 'Z_score', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Z_score'})
0.008	frozenset({'Quartile', 'Success', 'Z_score', 'DevNet'})
0.008	frozenset({'Quartile', 'DeepSVDD', 'Z_score', 'DevNet'})
0.008	frozenset({'Quartile', 'Z_score', 'DevNet', 'RCA'})
0.008	frozenset({'Success', 'RCA', 'Z_score', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'DeepSVDD', 'Z_score', 'Quartile', 'RCA'})
0.008	frozenset({'Quartile', 'DeepSVDD', 'Z_score', 'RePEN'})
0.008	frozenset({'RCA', 'Z_score', 'RePEN', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'DeepSAD', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'RePEN', 'DeepSAD', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSAD', 'Quartile', 'DevNet', 'RCA'})
0.008	frozenset({'Quartile', 'RCA', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'RCA', 'RePEN', 'DeepSAD', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSAD', 'DeepSVDD', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'Quartile', 'RCA', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'RePEN', 'DeepSAD', 'Quartile', 'DevNet'})
0.008	frozenset({'RCA', 'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'Quartile', 'RePEN', 'DeepSAD', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'DeepSVDD', 'RCA', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'Z_score', 'RePEN', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'DeepSVDD', 'RCA', 'Z_score', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'RCA'})
0.008	frozenset({'Success', 'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'DeepSVDD', 'RCA', 'Z_score', 'RePEN', 'Quartile', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'Z_score', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'Z_score', 'RePEN', 'DeepSVDD', 'RCA'})
0.008	frozenset({'Success', 'Z_score', 'RePEN', 'DeepSVDD', 'DevNet'})
0.008	frozenset({'Success', 'RCA', 'Z_score', 'RePEN', 'DevNet'})
0.008	frozenset({'Quartile', 'Success', 'Z_score', 'RePEN'})
0.008	frozenset({'Quartile', 'DeepSVDD', 'Z_score', 'RCA'})
0.008	frozenset({'Z_score', 'DevNet', 'RCA'})
0.008	frozenset({'Success', 'Z_score', 'RePEN'})
0.008	frozenset({'Quartile', 'Success', 'Z_score'})
0.008	frozenset({'Quartile', 'Z_score', 'RCA'})
0.008	frozenset({'Success', 'Z_score', 'DevNet'})
0.008	frozenset({'Z_score', 'RePEN', 'DevNet'})
0.008	frozenset({'Z_score', 'RePEN', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'RCA'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'RePEN'})
0.008	frozenset({'Success', 'Z_score', 'RCA'})
0.008	frozenset({'Quartile', 'DeepSVDD', 'Z_score'})
0.008	frozenset({'DeepSVDD', 'Success', 'Z_score'})
0.008	frozenset({'DeepSVDD', 'Z_score', 'DevNet'})
0.008	frozenset({'Quartile', 'Z_score', 'RePEN', 'DevNet'})
0.008	frozenset({'Quartile', 'Z_score', 'DevNet'})
0.008	frozenset({'Quartile', 'Z_score', 'RePEN'})
0.008	frozenset({'Quartile', 'Z_score', 'RePEN', 'RCA'})
0.008	frozenset({'Success', 'Z_score'})
0.006	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'NeuTraL', 'RCA'})
0.006	frozenset({'Success', 'RePEN', 'DeepSAD', 'NeuTraL', 'RCA'})
0.006	frozenset({'DeepSVDD', 'ICL', 'NeuTraL'})
0.006	frozenset({'Success', 'NeuTraL', 'RePEN', 'DeepSVDD', 'RCA'})
0.006	frozenset({'PReNet', 'NeuTraL', 'RePEN', 'DeepSVDD', 'RCA'})
0.006	frozenset({'SLAD', 'NeuTraL', 'Success'})
0.006	frozenset({'PReNet', 'Success', 'RePEN', 'NeuTraL', 'ICL'})
0.006	frozenset({'PReNet', 'RePEN', 'DevNet'})
0.006	frozenset({'PReNet', 'Success', 'RePEN', 'NeuTraL', 'RCA'})
0.006	frozenset({'PReNet', 'NeuTraL', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'Success', 'NeuTraL', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'DeepSVDD', 'ICL', 'PReNet', 'NeuTraL'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'DeepSVDD', 'RCA'})
0.006	frozenset({'NeuTraL', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'DeepSAD', 'NeuTraL', 'RCA'})
0.006	frozenset({'PReNet', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'Success', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'SLAD', 'NeuTraL'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'RePEN', 'DeepSVDD', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'NeuTraL', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'RCA'})
0.006	frozenset({'PReNet', 'NeuTraL', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'DeepSAD', 'DeepSVDD', 'ICL', 'NeuTraL'})
0.006	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'NeuTraL', 'ICL'})
0.006	frozenset({'NeuTraL', 'RePEN', 'RCA'})
0.006	frozenset({'DeepSVDD', 'ICL', 'RePEN', 'NeuTraL'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'DeepSAD', 'NeuTraL', 'ICL', 'RePEN'})
0.006	frozenset({'PReNet', 'ICL', 'RePEN', 'NeuTraL'})
0.006	frozenset({'NeuTraL', 'ICL', 'Success', 'RePEN'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'RePEN', 'DeepSVDD', 'ICL'})
0.006	frozenset({'DeepSVDD', 'Success', 'ICL', 'NeuTraL'})
0.006	frozenset({'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'Success', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'PReNet', 'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'PReNet', 'NeuTraL', 'RePEN', 'DeepSVDD', 'ICL'})
0.006	frozenset({'Success', 'NeuTraL', 'RePEN', 'DeepSVDD', 'ICL'})
0.006	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'NeuTraL', 'ICL'})
0.006	frozenset({'DeepSVDD', 'NeuTraL', 'RCA'})
0.006	frozenset({'DeepSAD', 'NeuTraL', 'RCA'})
0.006	frozenset({'NeuTraL', 'ICL', 'RePEN'})
0.006	frozenset({'PReNet', 'NeuTraL', 'RCA'})
0.006	frozenset({'NeuTraL', 'Success', 'RCA'})
0.006	frozenset({'DeepSVDD', 'NeuTraL', 'RePEN', 'RCA'})
0.006	frozenset({'DeepSAD', 'NeuTraL', 'RePEN', 'RCA'})
0.006	frozenset({'PReNet', 'NeuTraL', 'RePEN', 'RCA'})
0.006	frozenset({'DeepSAD', 'DeepSVDD', 'NeuTraL', 'RCA'})
0.006	frozenset({'DeepSVDD', 'NeuTraL', 'PReNet', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'Success', 'NeuTraL', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'DeepSVDD', 'Success', 'NeuTraL', 'RCA'})
0.006	frozenset({'DeepSAD', 'PReNet', 'NeuTraL', 'RCA'})
0.006	frozenset({'DeepSAD', 'NeuTraL', 'Success', 'RCA'})
0.006	frozenset({'PReNet', 'Success', 'NeuTraL', 'DeepSVDD', 'ICL'})
0.006	frozenset({'Success', 'RePEN', 'DeepSAD', 'NeuTraL', 'ICL'})
0.006	frozenset({'NeuTraL', 'RePEN', 'DeepSAD', 'DeepSVDD', 'RCA'})
0.006	frozenset({'NeuTraL', 'Success', 'RePEN', 'RCA'})
0.006	frozenset({'DeepSAD', 'Success', 'RePEN', 'ICL'})
0.006	frozenset({'DeepSVDD', 'ICL', 'PReNet', 'RePEN'})
0.006	frozenset({'Success', 'RePEN', 'DeepSAD', 'DeepSVDD', 'ICL'})
0.006	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSAD', 'ICL'})
