support	itemsets
0.034	frozenset({'RePEN', 'RoSAS'})
0.034	frozenset({'SLAD', 'NeuTraL'})
0.034	frozenset({'Success', 'GOAD', 'DevNet', 'DeepSVDD'})
0.034	frozenset({'GOAD', 'DevNet', 'DeepSAD', 'DeepSVDD'})
0.034	frozenset({'Success', 'DeepSAD', 'RePEN', 'NeuTraL', 'DeepSVDD'})
0.034	frozenset({'Success', 'SLAD', 'NeuTraL'})
0.034	frozenset({'Success', 'ICL', 'DeepSAD'})
0.034	frozenset({'DevNet', 'ICL', 'DeepSAD'})
0.034	frozenset({'SLAD', 'NeuTraL', 'RePEN'})
0.032	frozenset({'GOAD', 'NeuTraL', 'RePEN', 'DeepSVDD'})
0.032	frozenset({'GOAD', 'Success', 'DeepSAD', 'DevNet', 'DeepSVDD'})
0.032	frozenset({'Success', 'ICL', 'DeepSAD', 'DevNet'})
0.032	frozenset({'RCA', 'RePEN'})
0.032	frozenset({'GOAD', 'NeuTraL', 'DeepSVDD'})
0.032	frozenset({'Success', 'RePEN', 'RoSAS'})
0.032	frozenset({'GOAD', 'DeepSAD', 'RePEN'})
0.032	frozenset({'Success', 'RCA', 'RePEN'})
0.03	frozenset({'SLAD', 'NeuTraL', 'RePEN', 'DeepSVDD'})
0.03	frozenset({'Success', 'SLAD', 'RePEN', 'DeepSVDD'})
0.03	frozenset({'Success', 'GOAD', 'DeepSAD', 'RePEN'})
0.03	frozenset({'SLAD', 'RePEN', 'DeepSVDD'})
0.03	frozenset({'SLAD', 'NeuTraL', 'DeepSVDD'})
0.03	frozenset({'Success', 'SLAD', 'NeuTraL', 'DeepSVDD'})
0.03	frozenset({'Success', 'SLAD', 'DeepSVDD'})
0.03	frozenset({'Success', 'ICL', 'NeuTraL'})
0.03	frozenset({'NeuTraL', 'ICL'})
0.03	frozenset({'SLAD', 'DeepSVDD'})
0.03	frozenset({'Success', 'GOAD', 'RePEN', 'NeuTraL', 'DeepSVDD'})
0.03	frozenset({'Success', 'GOAD', 'NeuTraL', 'DeepSVDD'})
0.03	frozenset({'Success', 'SLAD', 'RePEN', 'NeuTraL', 'DeepSVDD'})
